Marca,Modelo,Año,Tipo_Combustible,Potencia_HP,Cilindros,Tipo_Transmision,Categoria_Mercado,Tamaño_Vehiculo,Vehicle Style,KPL_Carretera,KPL_Ciudad,Precio,Consumo_KPL_Carretera
Honda,CR-Z,2016,regular unleaded,130.0,4.0,AUTOMATIC,"Hatchback,Hybrid",Compact,2dr Hatchback,16.580616,15.305184,20945,Medio 
Toyota,Cressida,1990,regular unleaded,190.0,6.0,AUTOMATIC,,Midsize,Sedan,9.353168,7.227448000000001,2000,Bajo
Toyota,Cressida,1991,regular unleaded,190.0,6.0,AUTOMATIC,,Midsize,Sedan,9.353168,7.227448000000001,2000,Bajo
Toyota,Cressida,1992,regular unleaded,190.0,6.0,AUTOMATIC,,Midsize,Sedan,9.353168,7.227448000000001,2000,Bajo
Chrysler,Crossfire,2006,premium unleaded (required),215.0,6.0,MANUAL,Performance,Compact,Coupe,9.778312,6.37716,29145,Bajo
Chrysler,Crossfire,2006,premium unleaded (required),215.0,6.0,MANUAL,Performance,Compact,Convertible,9.778312,6.37716,38545,Bajo
Chrysler,Crossfire,2006,premium unleaded (required),330.0,6.0,AUTOMATIC,"Factory Tuner,High-Performance",Compact,Convertible,9.353168,6.37716,49470,Bajo
Chrysler,Crossfire,2006,premium unleaded (required),215.0,6.0,MANUAL,Performance,Compact,Coupe,9.778312,6.37716,34195,Bajo
Chrysler,Crossfire,2006,premium unleaded (required),330.0,6.0,AUTOMATIC,"Factory Tuner,High-Performance",Compact,Coupe,9.353168,6.37716,45170,Bajo
Chrysler,Crossfire,2006,premium unleaded (required),215.0,6.0,MANUAL,Performance,Compact,Convertible,9.778312,6.37716,34185,Bajo
Chrysler,Crossfire,2007,premium unleaded (required),215.0,6.0,MANUAL,Performance,Compact,Convertible,9.778312,6.37716,38955,Bajo
Chrysler,Crossfire,2007,premium unleaded (required),215.0,6.0,MANUAL,Performance,Compact,Convertible,9.778312,6.37716,34595,Bajo
Chrysler,Crossfire,2007,premium unleaded (required),215.0,6.0,MANUAL,"Hatchback,Performance",Compact,2dr Hatchback,9.778312,6.37716,29510,Bajo
Chrysler,Crossfire,2007,premium unleaded (required),215.0,6.0,MANUAL,"Hatchback,Performance",Compact,2dr Hatchback,9.778312,6.37716,34560,Bajo
Chrysler,Crossfire,2008,premium unleaded (required),215.0,6.0,MANUAL,Performance,Compact,Convertible,9.778312,6.37716,39130,Bajo
Chrysler,Crossfire,2008,premium unleaded (required),215.0,6.0,MANUAL,"Hatchback,Performance",Compact,2dr Hatchback,9.778312,6.37716,34735,Bajo
Honda,Crosstour,2013,regular unleaded,278.0,6.0,AUTOMATIC,"Crossover,Hatchback",Midsize,4dr Hatchback,12.75432,8.502880000000001,33540,Bajo
Honda,Crosstour,2013,regular unleaded,278.0,6.0,AUTOMATIC,"Crossover,Hatchback",Midsize,4dr Hatchback,11.904032,8.077736,37090,Bajo
Honda,Crosstour,2013,regular unleaded,278.0,6.0,AUTOMATIC,"Crossover,Hatchback",Midsize,4dr Hatchback,12.75432,8.502880000000001,30890,Bajo
Honda,Crosstour,2013,regular unleaded,192.0,4.0,AUTOMATIC,"Crossover,Hatchback",Midsize,4dr Hatchback,13.179464000000001,9.353168,33015,Bajo
Honda,Crosstour,2013,regular unleaded,278.0,6.0,AUTOMATIC,"Crossover,Hatchback",Midsize,4dr Hatchback,12.75432,8.502880000000001,35640,Bajo
Honda,Crosstour,2013,regular unleaded,192.0,4.0,AUTOMATIC,"Crossover,Hatchback",Midsize,4dr Hatchback,13.179464000000001,9.353168,27230,Bajo
Honda,Crosstour,2013,regular unleaded,278.0,6.0,AUTOMATIC,"Crossover,Hatchback",Midsize,4dr Hatchback,11.904032,8.077736,34990,Bajo
Honda,Crosstour,2013,regular unleaded,192.0,4.0,AUTOMATIC,"Crossover,Hatchback",Midsize,4dr Hatchback,13.179464000000001,9.353168,30915,Bajo
Honda,Crosstour,2014,regular unleaded,278.0,6.0,AUTOMATIC,"Crossover,Hatchback",Midsize,4dr Hatchback,12.75432,8.502880000000001,33690,Bajo
Honda,Crosstour,2014,regular unleaded,192.0,4.0,AUTOMATIC,"Crossover,Hatchback",Midsize,4dr Hatchback,13.179464000000001,9.353168,33165,Bajo
Honda,Crosstour,2014,regular unleaded,192.0,4.0,AUTOMATIC,"Crossover,Hatchback",Midsize,4dr Hatchback,13.179464000000001,9.353168,31065,Bajo
Honda,Crosstour,2014,regular unleaded,192.0,4.0,AUTOMATIC,"Crossover,Hatchback",Midsize,4dr Hatchback,13.179464000000001,9.353168,27380,Bajo
Honda,Crosstour,2014,regular unleaded,278.0,6.0,AUTOMATIC,"Crossover,Hatchback",Midsize,4dr Hatchback,12.75432,8.502880000000001,35790,Bajo
Honda,Crosstour,2014,regular unleaded,278.0,6.0,AUTOMATIC,"Crossover,Hatchback",Midsize,4dr Hatchback,11.904032,8.077736,35140,Bajo
Honda,Crosstour,2014,regular unleaded,278.0,6.0,AUTOMATIC,"Crossover,Hatchback",Midsize,4dr Hatchback,11.904032,8.077736,37240,Bajo
Honda,Crosstour,2014,regular unleaded,278.0,6.0,AUTOMATIC,"Crossover,Hatchback",Midsize,4dr Hatchback,12.75432,8.502880000000001,31040,Bajo
Honda,Crosstour,2015,regular unleaded,192.0,4.0,AUTOMATIC,"Crossover,Hatchback",Midsize,4dr Hatchback,13.179464000000001,9.353168,33315,Bajo
Honda,Crosstour,2015,regular unleaded,278.0,6.0,AUTOMATIC,"Crossover,Hatchback",Midsize,4dr Hatchback,11.904032,8.077736,37390,Bajo
Honda,Crosstour,2015,regular unleaded,278.0,6.0,AUTOMATIC,"Crossover,Hatchback",Midsize,4dr Hatchback,12.75432,8.502880000000001,35940,Bajo
Honda,Crosstour,2015,regular unleaded,278.0,6.0,AUTOMATIC,"Crossover,Hatchback",Midsize,4dr Hatchback,12.75432,8.502880000000001,31190,Bajo
Honda,Crosstour,2015,regular unleaded,192.0,4.0,AUTOMATIC,"Crossover,Hatchback",Midsize,4dr Hatchback,13.179464000000001,9.353168,31215,Bajo
Honda,Crosstour,2015,regular unleaded,278.0,6.0,AUTOMATIC,"Crossover,Hatchback",Midsize,4dr Hatchback,11.904032,8.077736,35290,Bajo
Honda,Crosstour,2015,regular unleaded,192.0,4.0,AUTOMATIC,"Crossover,Hatchback",Midsize,4dr Hatchback,13.179464000000001,9.353168,27530,Bajo
Honda,Crosstour,2015,regular unleaded,278.0,6.0,AUTOMATIC,"Crossover,Hatchback",Midsize,4dr Hatchback,12.75432,8.502880000000001,33840,Bajo
Subaru,Crosstrek,2016,regular unleaded,160.0,4.0,AUTOMATIC,"Crossover,Hybrid",Compact,4dr SUV,14.454896000000002,12.75432,26395,Bajo
Subaru,Crosstrek,2016,regular unleaded,148.0,4.0,MANUAL,Crossover,Compact,4dr SUV,13.179464000000001,9.778312,22395,Bajo
Subaru,Crosstrek,2016,regular unleaded,148.0,4.0,AUTOMATIC,Crossover,Compact,4dr SUV,14.454896000000002,11.053744,25095,Bajo
Subaru,Crosstrek,2016,regular unleaded,148.0,4.0,AUTOMATIC,Crossover,Compact,4dr SUV,14.454896000000002,11.053744,23395,Bajo
Subaru,Crosstrek,2016,regular unleaded,148.0,4.0,MANUAL,Crossover,Compact,4dr SUV,13.179464000000001,9.778312,21595,Bajo
Subaru,Crosstrek,2016,regular unleaded,160.0,4.0,AUTOMATIC,"Crossover,Hybrid",Compact,4dr SUV,14.454896000000002,12.75432,29995,Bajo
Subaru,Crosstrek,2017,regular unleaded,148.0,4.0,MANUAL,Crossover,Compact,4dr SUV,12.75432,9.778312,22495,Bajo
Subaru,Crosstrek,2017,regular unleaded,148.0,4.0,AUTOMATIC,Crossover,Compact,4dr SUV,14.029752,11.053744,23495,Bajo
Subaru,Crosstrek,2017,regular unleaded,148.0,4.0,AUTOMATIC,Crossover,Compact,4dr SUV,14.029752,11.053744,25195,Bajo
Subaru,Crosstrek,2017,regular unleaded,148.0,4.0,MANUAL,Crossover,Compact,4dr SUV,12.75432,9.778312,21695,Bajo
Ford,Crown Victoria,2009,flex-fuel (unleaded/E85),224.0,8.0,AUTOMATIC,Flex Fuel,Large,Sedan,10.203456000000001,6.802304,29205,Bajo
Ford,Crown Victoria,2010,flex-fuel (unleaded/E85),224.0,8.0,AUTOMATIC,Flex Fuel,Large,Sedan,10.203456000000001,6.802304,29905,Bajo
Ford,Crown Victoria,2011,flex-fuel (unleaded/E85),239.0,8.0,AUTOMATIC,Flex Fuel,Large,Sedan,10.203456000000001,6.802304,29905,Bajo
Chevrolet,Cruze Limited,2016,regular unleaded,138.0,4.0,MANUAL,,Midsize,Sedan,17.856048,11.904032,20195,Medio 
Chevrolet,Cruze Limited,2016,regular unleaded,138.0,4.0,MANUAL,,Midsize,Sedan,15.305184,10.6286,17845,Medio 
Chevrolet,Cruze Limited,2016,regular unleaded,138.0,4.0,AUTOMATIC,,Midsize,Sedan,16.155472,11.053744,24370,Medio 
Chevrolet,Cruze Limited,2016,regular unleaded,138.0,4.0,AUTOMATIC,,Midsize,Sedan,16.155472,11.053744,23370,Medio 
Chevrolet,Cruze Limited,2016,regular unleaded,138.0,4.0,MANUAL,,Midsize,Sedan,16.155472,11.053744,19165,Medio 
Chevrolet,Cruze Limited,2016,regular unleaded,138.0,4.0,AUTOMATIC,,Midsize,Sedan,16.580616,11.053744,21470,Medio 
Chevrolet,Cruze Limited,2016,regular unleaded,138.0,4.0,MANUAL,,Midsize,Sedan,15.305184,10.6286,16120,Medio 
Chevrolet,Cruze Limited,2016,regular unleaded,138.0,4.0,AUTOMATIC,,Midsize,Sedan,16.155472,11.053744,20195,Medio 
Chevrolet,Cruze Limited,2016,regular unleaded,138.0,4.0,AUTOMATIC,,Midsize,Sedan,14.880040000000001,9.353168,18970,Bajo
Chevrolet,Cruze,2015,regular unleaded,138.0,4.0,MANUAL,,Midsize,Sedan,15.305184,10.6286,16170,Medio 
Chevrolet,Cruze,2015,regular unleaded,138.0,4.0,AUTOMATIC,,Midsize,Sedan,16.155472,11.053744,23270,Medio 
Chevrolet,Cruze,2015,regular unleaded,138.0,4.0,MANUAL,,Midsize,Sedan,17.856048,11.904032,20095,Medio 
Chevrolet,Cruze,2015,regular unleaded,138.0,4.0,MANUAL,,Midsize,Sedan,15.305184,10.6286,17745,Medio 
Chevrolet,Cruze,2015,regular unleaded,138.0,4.0,AUTOMATIC,,Midsize,Sedan,16.155472,11.053744,20095,Medio 
Chevrolet,Cruze,2015,regular unleaded,138.0,4.0,AUTOMATIC,,Midsize,Sedan,16.155472,11.053744,24270,Medio 
Chevrolet,Cruze,2015,regular unleaded,138.0,4.0,AUTOMATIC,,Midsize,Sedan,14.880040000000001,9.353168,18870,Bajo
Chevrolet,Cruze,2015,regular unleaded,138.0,4.0,MANUAL,,Midsize,Sedan,16.155472,11.053744,19065,Medio 
Chevrolet,Cruze,2015,regular unleaded,138.0,4.0,AUTOMATIC,,Midsize,Sedan,16.580616,11.053744,21370,Medio 
Chevrolet,Cruze,2015,diesel,148.0,4.0,AUTOMATIC,Diesel,Midsize,Sedan,19.556624,11.478888000000001,25660,Medio 
Chevrolet,Cruze,2016,regular unleaded,153.0,4.0,AUTOMATIC,,Midsize,Sedan,17.856048,12.75432,19120,Medio 
Chevrolet,Cruze,2016,regular unleaded,153.0,4.0,MANUAL,,Midsize,Sedan,17.430904,12.329176,18120,Medio 
Chevrolet,Cruze,2016,regular unleaded,153.0,4.0,MANUAL,,Midsize,Sedan,17.430904,12.329176,16620,Medio 
Chevrolet,Cruze,2016,regular unleaded,153.0,4.0,AUTOMATIC,,Midsize,Sedan,17.856048,12.75432,21120,Medio 
Chevrolet,Cruze,2016,regular unleaded,153.0,4.0,MANUAL,,Midsize,Sedan,17.430904,12.329176,19820,Medio 
Chevrolet,Cruze,2016,regular unleaded,153.0,4.0,AUTOMATIC,,Midsize,Sedan,17.856048,12.75432,23120,Medio 
Chevrolet,Cruze,2017,regular unleaded,153.0,4.0,AUTOMATIC,Hatchback,Compact,4dr Hatchback,16.155472,12.329176,21920,Medio 
Chevrolet,Cruze,2017,regular unleaded,153.0,4.0,MANUAL,Hatchback,Compact,4dr Hatchback,15.730328,11.904032,21240,Medio 
Chevrolet,Cruze,2017,regular unleaded,153.0,4.0,AUTOMATIC,,Midsize,Sedan,17.005760000000002,12.75432,21450,Medio 
Chevrolet,Cruze,2017,regular unleaded,153.0,4.0,MANUAL,,Midsize,Sedan,16.580616,11.904032,16975,Medio 
Chevrolet,Cruze,2017,regular unleaded,153.0,4.0,MANUAL,,Midsize,Sedan,16.580616,11.904032,18525,Medio 
Chevrolet,Cruze,2017,regular unleaded,153.0,4.0,AUTOMATIC,,Midsize,Sedan,16.580616,12.329176,23475,Medio 
Chevrolet,Cruze,2017,regular unleaded,153.0,4.0,MANUAL,,Midsize,Sedan,16.580616,11.904032,20150,Medio 
Chevrolet,Cruze,2017,regular unleaded,153.0,4.0,AUTOMATIC,,Midsize,Sedan,17.005760000000002,12.75432,19525,Medio 
Chevrolet,Cruze,2017,regular unleaded,153.0,4.0,AUTOMATIC,Hatchback,Compact,4dr Hatchback,15.730328,11.904032,23945,Medio 
Lexus,CT 200h,2015,regular unleaded,134.0,4.0,AUTOMATIC,"Hatchback,Luxury,Hybrid",Compact,4dr Hatchback,17.005760000000002,18.281192,32200,Medio 
Lexus,CT 200h,2016,regular unleaded,134.0,4.0,AUTOMATIC,"Hatchback,Luxury,Hybrid",Compact,4dr Hatchback,17.005760000000002,18.281192,31250,Medio 
Lexus,CT 200h,2017,regular unleaded,134.0,4.0,AUTOMATIC,"Hatchback,Luxury,Hybrid",Compact,4dr Hatchback,17.005760000000002,18.281192,31250,Medio 
Cadillac,CT6,2016,premium unleaded (recommended),265.0,4.0,AUTOMATIC,Luxury,Large,Sedan,13.179464000000001,9.353168,58395,Bajo
Cadillac,CT6,2016,premium unleaded (required),404.0,6.0,AUTOMATIC,"Luxury,High-Performance",Large,Sedan,11.053744,7.652592,67570,Bajo
Cadillac,CT6,2016,regular unleaded,335.0,6.0,AUTOMATIC,"Luxury,High-Performance",Large,Sedan,11.478888000000001,7.652592,60395,Bajo
Cadillac,CT6,2016,regular unleaded,335.0,6.0,AUTOMATIC,"Luxury,High-Performance",Large,Sedan,11.478888000000001,7.652592,55495,Bajo
Cadillac,CT6,2016,regular unleaded,335.0,6.0,AUTOMATIC,"Luxury,Performance",Large,Sedan,11.478888000000001,7.652592,63570,Bajo
Cadillac,CT6,2016,premium unleaded (recommended),265.0,4.0,AUTOMATIC,Luxury,Large,Sedan,13.179464000000001,9.353168,53495,Bajo
Cadillac,CT6,2016,premium unleaded (required),404.0,6.0,AUTOMATIC,"Luxury,High-Performance",Large,Sedan,11.053744,7.652592,87465,Bajo
Cadillac,CT6,2016,regular unleaded,335.0,6.0,AUTOMATIC,"Luxury,Performance",Large,Sedan,11.478888000000001,7.652592,83465,Bajo
Cadillac,CT6,2016,premium unleaded (required),404.0,6.0,AUTOMATIC,"Luxury,High-Performance",Large,Sedan,11.053744,7.652592,64395,Bajo
Cadillac,CT6,2017,premium unleaded (required),404.0,6.0,AUTOMATIC,"Luxury,High-Performance",Large,Sedan,11.053744,7.652592,64395,Bajo
Cadillac,CT6,2017,regular unleaded,335.0,6.0,AUTOMATIC,"Luxury,Performance",Large,Sedan,11.478888000000001,7.652592,63595,Bajo
Cadillac,CT6,2017,premium unleaded (required),404.0,6.0,AUTOMATIC,"Luxury,High-Performance",Large,Sedan,11.053744,7.652592,87495,Bajo
Cadillac,CT6,2017,premium unleaded (recommended),265.0,4.0,AUTOMATIC,Luxury,Large,Sedan,12.75432,9.353168,53495,Bajo
Cadillac,CT6,2017,regular unleaded,335.0,6.0,AUTOMATIC,"Luxury,High-Performance",Large,Sedan,11.478888000000001,7.652592,60395,Bajo
Cadillac,CT6,2017,premium unleaded (recommended),265.0,4.0,AUTOMATIC,Luxury,Large,Sedan,12.75432,9.353168,58395,Bajo
Cadillac,CT6,2017,premium unleaded (required),404.0,6.0,AUTOMATIC,"Luxury,High-Performance",Large,Sedan,11.053744,7.652592,67595,Bajo
Cadillac,CT6,2017,regular unleaded,335.0,6.0,AUTOMATIC,"Luxury,Performance",Large,Sedan,11.478888000000001,7.652592,83495,Bajo
Cadillac,CT6,2017,regular unleaded,335.0,6.0,AUTOMATIC,"Luxury,High-Performance",Large,Sedan,11.478888000000001,7.652592,55495,Bajo
Cadillac,CTS Coupe,2012,regular unleaded,318.0,6.0,AUTOMATIC,"Luxury,Performance",Midsize,Coupe,11.478888000000001,7.652592,40615,Bajo
Cadillac,CTS Coupe,2012,regular unleaded,318.0,6.0,AUTOMATIC,"Luxury,Performance",Midsize,Coupe,11.478888000000001,7.652592,48150,Bajo
Cadillac,CTS Coupe,2012,regular unleaded,318.0,6.0,AUTOMATIC,"Luxury,Performance",Midsize,Coupe,11.478888000000001,7.652592,38715,Bajo
Cadillac,CTS Coupe,2012,regular unleaded,318.0,6.0,AUTOMATIC,"Luxury,Performance",Midsize,Coupe,11.478888000000001,7.652592,43950,Bajo
Cadillac,CTS Coupe,2012,regular unleaded,318.0,6.0,AUTOMATIC,"Luxury,Performance",Midsize,Coupe,11.478888000000001,7.652592,45850,Bajo
Cadillac,CTS Coupe,2012,regular unleaded,318.0,6.0,AUTOMATIC,"Luxury,Performance",Midsize,Coupe,11.478888000000001,7.652592,50050,Bajo
Cadillac,CTS Coupe,2013,regular unleaded,318.0,6.0,AUTOMATIC,"Luxury,Performance",Midsize,Coupe,11.478888000000001,7.652592,40805,Bajo
Cadillac,CTS Coupe,2013,regular unleaded,318.0,6.0,AUTOMATIC,"Luxury,Performance",Midsize,Coupe,11.478888000000001,7.652592,43950,Bajo
Cadillac,CTS Coupe,2013,regular unleaded,318.0,6.0,AUTOMATIC,"Luxury,Performance",Midsize,Coupe,11.478888000000001,7.652592,50050,Bajo
Cadillac,CTS Coupe,2013,regular unleaded,318.0,6.0,AUTOMATIC,"Luxury,Performance",Midsize,Coupe,11.478888000000001,7.652592,45850,Bajo
Cadillac,CTS Coupe,2013,regular unleaded,318.0,6.0,AUTOMATIC,"Luxury,Performance",Midsize,Coupe,11.478888000000001,7.652592,38905,Bajo
Cadillac,CTS Coupe,2013,regular unleaded,318.0,6.0,AUTOMATIC,"Luxury,Performance",Midsize,Coupe,11.478888000000001,7.652592,48150,Bajo
Cadillac,CTS Coupe,2014,regular unleaded,318.0,6.0,AUTOMATIC,"Luxury,Performance",Midsize,Coupe,11.478888000000001,7.652592,39495,Bajo
Cadillac,CTS Coupe,2014,regular unleaded,318.0,6.0,AUTOMATIC,"Luxury,Performance",Midsize,Coupe,11.478888000000001,7.652592,49995,Bajo
Cadillac,CTS Coupe,2014,regular unleaded,318.0,6.0,AUTOMATIC,"Luxury,Performance",Midsize,Coupe,11.478888000000001,7.652592,47995,Bajo
Cadillac,CTS Coupe,2014,regular unleaded,318.0,6.0,AUTOMATIC,"Luxury,Performance",Midsize,Coupe,11.478888000000001,7.652592,45795,Bajo
Cadillac,CTS Coupe,2014,regular unleaded,318.0,6.0,AUTOMATIC,"Luxury,Performance",Midsize,Coupe,11.478888000000001,7.652592,41495,Bajo
Cadillac,CTS Coupe,2014,regular unleaded,318.0,6.0,AUTOMATIC,"Luxury,Performance",Midsize,Coupe,11.478888000000001,7.652592,43795,Bajo
Cadillac,CTS-V Coupe,2013,premium unleaded (required),556.0,8.0,MANUAL,"Factory Tuner,Luxury,High-Performance",Midsize,Coupe,8.077736,5.952016,63215,Bajo
Cadillac,CTS-V Coupe,2014,premium unleaded (required),556.0,8.0,MANUAL,"Factory Tuner,Luxury,High-Performance",Midsize,Coupe,8.077736,5.952016,63600,Bajo
Cadillac,CTS-V Coupe,2015,premium unleaded (required),556.0,8.0,MANUAL,"Factory Tuner,Luxury,High-Performance",Midsize,Coupe,8.077736,5.952016,69900,Bajo
Cadillac,CTS-V Wagon,2012,premium unleaded (required),556.0,8.0,MANUAL,"Factory Tuner,Luxury,High-Performance",Midsize,Wagon,8.077736,5.952016,63215,Bajo
Cadillac,CTS-V Wagon,2013,premium unleaded (required),556.0,8.0,MANUAL,"Factory Tuner,Luxury,High-Performance",Midsize,Wagon,8.077736,5.952016,63215,Bajo
Cadillac,CTS-V Wagon,2014,premium unleaded (required),556.0,8.0,MANUAL,"Factory Tuner,Luxury,High-Performance",Midsize,Wagon,8.077736,5.952016,63600,Bajo
Cadillac,CTS-V,2014,premium unleaded (required),556.0,8.0,MANUAL,"Factory Tuner,Luxury,High-Performance",Midsize,Sedan,8.077736,5.952016,63600,Bajo
Cadillac,CTS-V,2016,premium unleaded (required),640.0,8.0,AUTOMATIC,"Factory Tuner,Luxury,High-Performance",Large,Sedan,8.928024,5.952016,83995,Bajo
Cadillac,CTS-V,2017,premium unleaded (required),640.0,8.0,AUTOMATIC,"Factory Tuner,Luxury,High-Performance",Large,Sedan,8.928024,5.952016,85995,Bajo
Cadillac,CTS Wagon,2012,regular unleaded,270.0,6.0,AUTOMATIC,Luxury,Midsize,Wagon,11.478888000000001,7.652592,39015,Bajo
Cadillac,CTS Wagon,2012,regular unleaded,318.0,6.0,AUTOMATIC,"Luxury,Performance",Midsize,Wagon,11.053744,7.652592,44190,Bajo
Cadillac,CTS Wagon,2012,regular unleaded,270.0,6.0,AUTOMATIC,Luxury,Midsize,Wagon,11.053744,7.652592,40915,Bajo
Cadillac,CTS Wagon,2012,regular unleaded,270.0,6.0,AUTOMATIC,Luxury,Midsize,Wagon,11.053744,7.652592,44050,Bajo
Cadillac,CTS Wagon,2012,regular unleaded,318.0,6.0,AUTOMATIC,"Luxury,Performance",Midsize,Wagon,11.053744,7.652592,51650,Bajo
Cadillac,CTS Wagon,2012,regular unleaded,270.0,6.0,AUTOMATIC,Luxury,Midsize,Wagon,11.478888000000001,7.652592,42150,Bajo
Cadillac,CTS Wagon,2012,regular unleaded,318.0,6.0,AUTOMATIC,"Luxury,Performance",Midsize,Wagon,11.053744,7.652592,49750,Bajo
Cadillac,CTS Wagon,2012,regular unleaded,318.0,6.0,AUTOMATIC,"Luxury,Performance",Midsize,Wagon,11.053744,7.652592,46090,Bajo
Cadillac,CTS Wagon,2013,regular unleaded,318.0,6.0,AUTOMATIC,"Luxury,Performance",Midsize,Wagon,11.053744,7.652592,44190,Bajo
Cadillac,CTS Wagon,2013,regular unleaded,270.0,6.0,AUTOMATIC,Luxury,Midsize,Wagon,11.053744,7.652592,42150,Bajo
Cadillac,CTS Wagon,2013,regular unleaded,270.0,6.0,AUTOMATIC,Luxury,Midsize,Wagon,11.053744,7.652592,41105,Bajo
Cadillac,CTS Wagon,2013,regular unleaded,318.0,6.0,AUTOMATIC,"Luxury,Performance",Midsize,Wagon,11.053744,7.652592,49750,Bajo
Cadillac,CTS Wagon,2013,regular unleaded,318.0,6.0,AUTOMATIC,"Luxury,Performance",Midsize,Wagon,11.053744,7.652592,46090,Bajo
Cadillac,CTS Wagon,2013,regular unleaded,270.0,6.0,AUTOMATIC,Luxury,Midsize,Wagon,11.053744,7.652592,39205,Bajo
Cadillac,CTS Wagon,2013,regular unleaded,318.0,6.0,AUTOMATIC,"Luxury,Performance",Midsize,Wagon,11.053744,7.652592,51650,Bajo
Cadillac,CTS Wagon,2013,regular unleaded,270.0,6.0,AUTOMATIC,Luxury,Midsize,Wagon,11.053744,7.652592,44050,Bajo
Cadillac,CTS Wagon,2014,regular unleaded,318.0,6.0,AUTOMATIC,"Luxury,Performance",Midsize,Wagon,11.053744,7.652592,49795,Bajo
Cadillac,CTS Wagon,2014,regular unleaded,270.0,6.0,AUTOMATIC,Luxury,Midsize,Wagon,11.053744,7.652592,44095,Bajo
Cadillac,CTS Wagon,2014,regular unleaded,270.0,6.0,AUTOMATIC,Luxury,Midsize,Wagon,11.053744,7.652592,42195,Bajo
Cadillac,CTS Wagon,2014,regular unleaded,318.0,6.0,AUTOMATIC,"Luxury,Performance",Midsize,Wagon,11.053744,7.652592,46095,Bajo
Cadillac,CTS Wagon,2014,regular unleaded,318.0,6.0,AUTOMATIC,"Luxury,Performance",Midsize,Wagon,11.053744,7.652592,44195,Bajo
Cadillac,CTS Wagon,2014,regular unleaded,318.0,6.0,AUTOMATIC,"Luxury,Performance",Midsize,Wagon,11.053744,7.652592,51695,Bajo
Cadillac,CTS,2015,flex-fuel (unleaded/E85),321.0,6.0,AUTOMATIC,"Flex Fuel,Luxury,Performance",Large,Sedan,11.053744,7.652592,54970,Bajo
Cadillac,CTS,2015,premium unleaded (recommended),272.0,4.0,AUTOMATIC,"Luxury,Performance",Large,Sedan,12.75432,8.502880000000001,51270,Bajo
Cadillac,CTS,2015,premium unleaded (recommended),272.0,4.0,AUTOMATIC,"Luxury,Performance",Large,Sedan,11.904032,8.077736,53270,Bajo
Cadillac,CTS,2015,premium unleaded (recommended),272.0,4.0,AUTOMATIC,"Luxury,Performance",Large,Sedan,11.904032,8.077736,62070,Bajo
Cadillac,CTS,2015,flex-fuel (unleaded/E85),321.0,6.0,AUTOMATIC,"Flex Fuel,Luxury,Performance",Large,Sedan,11.053744,7.652592,63770,Bajo
Cadillac,CTS,2015,flex-fuel (unleaded/E85),321.0,6.0,AUTOMATIC,"Flex Fuel,Luxury,High-Performance",Large,Sedan,12.329176,7.652592,61770,Bajo
Cadillac,CTS,2015,premium unleaded (required),420.0,6.0,AUTOMATIC,"Factory Tuner,Luxury,High-Performance",Large,Sedan,10.203456000000001,6.802304,69340,Bajo
Cadillac,CTS,2015,premium unleaded (recommended),272.0,4.0,AUTOMATIC,"Luxury,Performance",Large,Sedan,11.904032,8.077736,47345,Bajo
Cadillac,CTS,2015,flex-fuel (unleaded/E85),321.0,6.0,AUTOMATIC,"Flex Fuel,Luxury,Performance",Large,Sedan,11.053744,7.652592,59370,Bajo
